algorithm,scenario,metric,ql_condition,n,n_valid,mean,std,ci95_low,ci95_high,median,iqr
fuzzy_5x5,partial_shading_complex_pattern_c,convergence_time_s,not_applicable,50,50,0.12720000000000004,0.08953485240909469,0.10175447652148949,0.15264552347851057,0.125,0.13
fuzzy_5x5,partial_shading_complex_pattern_c,convergence_rate,not_applicable,50,50,1.0,,0.9286524008666414,1.0,,
fuzzy_5x5,partial_shading_complex_pattern_c,energy_yield_j,not_applicable,50,50,786.8674679600657,19.751730646729456,781.254088227041,792.4808476930904,793.4038742986386,25.662986133439517
fuzzy_5x5,partial_shading_complex_pattern_c,energy_yield_ratio,not_applicable,50,50,0.9769988591927611,0.024524356508174687,0.970029114199238,0.9839686041862842,0.9851146624201607,0.03186395320275526
fuzzy_5x5,partial_shading_complex_pattern_c,oscillation_p2p_w,not_applicable,50,50,5.605294850234187,1.7556786150498633,5.106336509231412,6.104253191236961,5.794661249100727,1.8343500214813417
fuzzy_5x5,partial_shading_complex_pattern_c,oscillation_std_w,not_applicable,50,50,0.4925273538655943,0.15671774891064025,0.44798866248333263,0.537066045247856,0.5082895092199564,0.16040078385501316
fuzzy_5x5,partial_shading_complex_pattern_c,settling_time_s,not_applicable,50,50,0.12760000000000002,0.08899805088441258,0.10230703382662902,0.152892966173371,0.125,0.13
fuzzy_5x5,partial_shading_complex_pattern_c,settling_rate,not_applicable,50,50,1.0,,0.9286524008666414,1.0,,
fuzzy_5x5,partial_shading_complex_pattern_c,tracking_efficiency_pct,not_applicable,50,50,97.69988591927611,2.45243565081747,97.00291141992379,98.39686041862844,98.51146624201607,3.1863953202755226
fuzzy_5x5,partial_shading_simple,convergence_time_s,not_applicable,50,0,,,,,,
fuzzy_5x5,partial_shading_simple,convergence_rate,not_applicable,50,0,0.0,,0.0,0.07134759913335872,,
fuzzy_5x5,partial_shading_simple,energy_yield_j,not_applicable,50,50,382.1322906196239,5.0659190533227925,380.6925723563651,383.57200888288276,384.34679886299455,2.7805103981395973
fuzzy_5x5,partial_shading_simple,energy_yield_ratio,not_applicable,50,50,0.9255366200374712,0.012269817843430952,0.9220495763934438,0.9290236636814986,0.9309002297740132,0.006734485043649152
fuzzy_5x5,partial_shading_simple,oscillation_p2p_w,not_applicable,50,50,0.0,0.0,0.0,0.0,0.0,0.0
fuzzy_5x5,partial_shading_simple,oscillation_std_w,not_applicable,50,50,0.0,0.0,0.0,0.0,0.0,0.0
fuzzy_5x5,partial_shading_simple,settling_time_s,not_applicable,50,0,,,,,,
fuzzy_5x5,partial_shading_simple,settling_rate,not_applicable,50,0,0.0,,0.0,0.07134759913335872,,
fuzzy_5x5,partial_shading_simple,tracking_efficiency_pct,not_applicable,50,50,92.55366200374714,1.226981784343094,92.20495763934439,92.90236636814988,93.0900229774013,0.6734485043648988
fuzzy_5x5,rapid_double_step,convergence_time_s,not_applicable,50,50,0.00762,0.006104163851546796,0.005885215830238728,0.009354784169761272,0.006,0.00675
fuzzy_5x5,rapid_double_step,convergence_rate,not_applicable,50,50,1.0,,0.9286524008666414,1.0,,
fuzzy_5x5,rapid_double_step,energy_yield_j,not_applicable,50,50,522.6576684400533,0.8428057448285255,522.4181456978939,522.8971911822126,523.0319342147435,0.6624874104622904
fuzzy_5x5,rapid_double_step,energy_yield_ratio,not_applicable,50,50,0.9565949903362622,0.001542546492689727,0.9561566034741596,0.9570333771983647,0.9572799908380084,0.0012125185877414069
fuzzy_5x5,rapid_double_step,oscillation_p2p_w,not_applicable,50,50,238.71747740870214,7.892044635117556e-08,238.7174773862732,238.71747743113107,238.7174774019433,8.914338422982837e-08
fuzzy_5x5,rapid_double_step,oscillation_std_w,not_applicable,50,50,106.39665123244005,0.05387985759370728,106.38133874635747,106.41196371852263,106.3820463760435,0.060232680032100916
fuzzy_5x5,rapid_double_step,settling_time_s,not_applicable,50,50,0.00762,0.006104163851546796,0.005885215830238728,0.009354784169761272,0.006,0.00675
fuzzy_5x5,rapid_double_step,settling_rate,not_applicable,50,50,1.0,,0.9286524008666414,1.0,,
fuzzy_5x5,rapid_double_step,tracking_efficiency_pct,not_applicable,50,50,95.65949903362622,0.15425464926897073,95.61566034741597,95.70333771983647,95.72799908380084,0.12125185877414424
fuzzy_5x5,rapid_fluctuation_cloud_passage,convergence_time_s,not_applicable,50,50,0.0077,0.006158617655657106,0.005949740230361128,0.009450259769638873,0.006,0.007499999999999999
fuzzy_5x5,rapid_fluctuation_cloud_passage,convergence_rate,not_applicable,50,50,1.0,,0.9286524008666414,1.0,,
fuzzy_5x5,rapid_fluctuation_cloud_passage,energy_yield_j,not_applicable,50,50,820.8471249729032,0.8452914284028389,820.6068958072892,821.0873541385172,821.2008315502022,0.7670267162066011
fuzzy_5x5,rapid_fluctuation_cloud_passage,energy_yield_ratio,not_applicable,50,50,0.9384830560634441,0.0009664304824335378,0.9382083995596421,0.938757712567246,0.938887452472366,0.0008769496229052987
fuzzy_5x5,rapid_fluctuation_cloud_passage,oscillation_p2p_w,not_applicable,50,50,152.88123536128586,0.8487367168291187,152.64002705553614,153.12244366703558,153.09696471950997,0.7455516383837733
fuzzy_5x5,rapid_fluctuation_cloud_passage,oscillation_std_w,not_applicable,50,50,34.03220436940858,0.19986150715499643,33.97540435761511,34.08900438120205,34.099384607362666,0.1896651473696167
fuzzy_5x5,rapid_fluctuation_cloud_passage,settling_time_s,not_applicable,50,50,0.01168,0.01134152565053012,0.008456774077829611,0.014903225922170388,0.0075,0.010499999999999999
fuzzy_5x5,rapid_fluctuation_cloud_passage,settling_rate,not_applicable,50,50,1.0,,0.9286524008666414,1.0,,
fuzzy_5x5,rapid_fluctuation_cloud_passage,tracking_efficiency_pct,not_applicable,50,50,93.84830560634438,0.09664304824335375,93.82083995596417,93.87577125672459,93.8887452472366,0.0876949622905272
fuzzy_5x5,sensor_noise_robustness,convergence_time_s,not_applicable,50,50,0.01008,0.007450078755918473,0.007962711047153967,0.012197288952846034,0.009,0.011
fuzzy_5x5,sensor_noise_robustness,convergence_rate,not_applicable,50,50,1.0,,0.9286524008666414,1.0,,
fuzzy_5x5,sensor_noise_robustness,energy_yield_j,not_applicable,50,50,489.67554390926495,0.927929431571134,489.4118292830369,489.93925853549297,490.00524181968467,0.7895185666124007
fuzzy_5x5,sensor_noise_robustness,energy_yield_ratio,not_applicable,50,50,0.9800174997194437,0.001857121705904377,0.9794897115710463,0.9805452878678412,0.9806773442345544,0.00158011160912086
fuzzy_5x5,sensor_noise_robustness,oscillation_p2p_w,not_applicable,50,50,0.0,0.0,0.0,0.0,0.0,0.0
fuzzy_5x5,sensor_noise_robustness,oscillation_std_w,not_applicable,50,50,0.0,0.0,0.0,0.0,0.0,0.0
fuzzy_5x5,sensor_noise_robustness,settling_time_s,not_applicable,50,0,,,,,,
fuzzy_5x5,sensor_noise_robustness,settling_rate,not_applicable,50,0,0.0,,0.0,0.07134759913335872,,
fuzzy_5x5,sensor_noise_robustness,tracking_efficiency_pct,not_applicable,50,50,98.00174997194439,0.18571217059043868,97.94897115710464,98.05452878678415,98.06773442345545,0.1580111609120678
fuzzy_5x5,steady_state,convergence_time_s,not_applicable,50,50,0.00762,0.006104163851546796,0.005885215830238728,0.009354784169761272,0.006,0.00675
fuzzy_5x5,steady_state,convergence_rate,not_applicable,50,50,1.0,,0.9286524008666414,1.0,,
fuzzy_5x5,steady_state,energy_yield_j,not_applicable,50,50,499.0457806125537,0.8428057448129355,498.8062578703988,499.2853033547086,499.42004638608,0.6624874063587072
fuzzy_5x5,steady_state,energy_yield_ratio,not_applicable,50,50,0.9987707253194508,0.0016867584853978172,0.9982913538625497,0.9992500967763518,0.9995197662143126,0.0013258764086767627
