algorithm,scenario,metric,value,run_id,seed,ql_condition
p_and_o,multi_level_irradiance,settling_time_s,2.011,0,0,not_applicable
p_and_o,multi_level_irradiance,oscillation_p2p_w,102.3361626968302,0,0,not_applicable
p_and_o,multi_level_irradiance,oscillation_std_w,40.80022556815753,0,0,not_applicable
p_and_o,multi_level_irradiance,energy_yield_j,710.3578308215856,0,0,not_applicable
p_and_o,multi_level_irradiance,energy_yield_ratio,0.9533387405687328,0,0,not_applicable
p_and_o,multi_level_irradiance,tracking_efficiency_pct,96.48071732010143,1,1,not_applicable
p_and_o,multi_level_irradiance,convergence_time_s,2.011,1,1,not_applicable
p_and_o,multi_level_irradiance,settling_time_s,2.011,1,1,not_applicable
p_and_o,multi_level_irradiance,oscillation_p2p_w,102.3361626968302,1,1,not_applicable
p_and_o,multi_level_irradiance,oscillation_std_w,40.80022556815753,1,1,not_applicable
p_and_o,multi_level_irradiance,energy_yield_j,718.9032623465134,1,1,not_applicable
p_and_o,multi_level_irradiance,energy_yield_ratio,0.9648071732010144,1,1,not_applicable
p_and_o,multi_level_irradiance,tracking_efficiency_pct,95.074665178831,2,2,not_applicable
p_and_o,multi_level_irradiance,convergence_time_s,2.011,2,2,not_applicable
p_and_o,multi_level_irradiance,settling_time_s,2.011,2,2,not_applicable
p_and_o,multi_level_irradiance,oscillation_p2p_w,102.3361626968302,2,2,not_applicable
p_and_o,multi_level_irradiance,oscillation_std_w,40.80022556815753,2,2,not_applicable
